supplementary_table,section,section_row,Country or territory code,"Institutions, n",Mean IRIS Overall score,Median IRIS Overall score,SD IRIS Overall score,Very low (%),Low (%),Medium (%),Significant (%),Medium or significant (%),Mean scientific output,Median scientific output,Mean multi-affiliation,Mean retracted output,Mean self-citation,Mean discontinued journals output,Mean hyperauthored output,Mean leadership impact gap,Mean hyperprolific authors,Mean institutional journal output,Mean redundant output,title,description,notes
S2,Country summary,69,OMN,10,0.2657,0.1025,0.5834811336567219,0,30,60,10,70,1727.4,1014.5,-0.2057999999999999,0.4315999999999999,0.3407999999999999,1.2956,-1.0369,-0.4164,-0.6065999999999999,0.0070999999999999,0.2656,,,
S2,Country summary,70,BHR,9,0.8435555555555556,0.399,1.3660674499371463,0,11.11111111111111,66.66666666666666,22.22222222222222,88.88888888888889,996.5555555555557,669,0.5736666666666667,0.1587777777777777,0.7223333333333334,3.0107777777777773,-0.7006666666666667,-0.0542222222222222,1.2962222222222224,-0.268,0.7035555555555554,,,
S2,Country summary,71,CMR,9,0.0601111111111111,0.023,0.154808304399703,0,33.33333333333333,66.66666666666666,0,66.66666666666666,1985.2222222222224,1447,0.8576666666666667,-0.1417777777777777,0.797,0.7444444444444445,-0.777888888888889,0.1232222222222222,-1.1148888888888888,-0.268,-0.0173333333333333,,,
S2,Country summary,72,DNK,9,-0.1643333333333333,-0.164,0.15959949874608,33.33333333333333,44.44444444444444,22.22222222222222,0,22.22222222222222,19213.88888888889,22326,0.3277777777777778,-0.0069999999999999,-0.4597777777777778,-0.4836666666666667,-0.2174444444444444,0.1258888888888888,-0.4179999999999999,-0.1994444444444444,-0.1777777777777778,,,
S2,Country summary,73,LBN,8,0.578375,0.5545,0.7857016768468806,0,37.5,37.5,25,62.5,3544.5,2205,1.548625,0.993,-0.1131249999999999,0.26425,-0.5796250000000001,0.115625,1.193,-0.192375,0.0344999999999999,,,
S2,Country summary,74,LTU,8,0.141625,0.1155,0.354477457473875,12.5,25,62.5,0,62.5,3118.25,2885,0.014,0.09225,-0.0547499999999999,0.2078749999999999,0.070875,0.366875,-0.5705,1.413875,-0.64975,,,
S2,Country summary,75,NZL,8,-0.269625,-0.2945,0.1097021128849785,62.5,37.5,0,0,0,10987.5,8903.5,0.055875,-0.214,-0.21125,-0.44875,-0.178375,0.191875,-0.680625,-0.18075,-0.499875,,,
S2,Country summary,76,PSE,8,0.4811249999999999,0.353,0.5573163855221095,0,12.5,75,12.5,87.5,1192.625,1005,1.04525,0.0299999999999999,-0.0346249999999999,1.54775,-0.091,1.213375,-0.1823749999999999,-0.268,0.977,,,
S2,Country summary,77,SGP,8,-0.195625,-0.185,0.1867381187652912,37.5,50,12.5,0,12.5,15410.75,3020.5,0.359625,-0.19525,-0.693125,-0.351375,-0.681875,-0.24375,0.239125,-0.252875,-0.407875,,,
S2,Country summary,78,UGA,8,0.135625,-0.013,0.3975575205462187,0,62.5,37.5,0,37.5,1782.375,882.5,1.5804999999999998,0.249625,-0.5557500000000001,-0.100125,0.347,0.896875,-0.4299999999999999,-0.268,-0.8360000000000001,,,
S2,Country summary,79,KWT,7,1.108,0.955,1.4940004462292955,0,28.57142857142857,42.85714285714285,28.57142857142857,71.42857142857143,1817.4285714285716,968,1.8711428571428568,2.160428571428571,-0.556,1.026,-0.6738571428571428,1.0294285714285714,0.6272857142857143,-0.268,0.8351428571428572,,,
S2,Country summary,80,YEM,7,0.747,0.474,0.8207699637129353,0,0,85.71428571428571,14.285714285714285,100,993.4285714285714,953,4.626,0.6295714285714286,-0.6122857142857143,1.0125714285714285,-0.6191428571428571,1.1552857142857142,-0.7689999999999999,-0.268,0.0128571428571427,,,
S2,Country summary,81,BIH,6,-0.0185,-0.1805,0.4227338406136892,50,16.666666666666664,33.33333333333333,0,33.33333333333333,1360.6666666666667,814.5,-0.5873333333333334,0.0434999999999999,-0.4038333333333333,0.1461666666666666,-0.3115,1.34,-1.1733333333333331,0.758,0.1684999999999999,,,
S2,Country summary,82,BLR,6,0.3821666666666666,0.019,0.8755604871547519,0,50,33.33333333333333,16.666666666666664,50,1159,629,-0.8035000000000001,0.0119999999999999,1.205833333333333,-0.3521666666666667,0.0026666666666666,2.9246666666666665,-1.1806666666666663,3.266,2.2825,,,
S2,Country summary,83,NPL,6,0.0673333333333333,0.1555,0.3086225310418322,16.666666666666664,16.666666666666664,66.66666666666666,0,66.66666666666666,1718.5,707.5,-0.6696666666666667,-0.193,-0.9235,1.4323333333333332,-0.302,1.7009999999999998,-1.1273333333333333,0.4825,-1.0693333333333337,,,
S2,Country summary,84,QAT,6,0.0244999999999999,0.105,0.4172307515032898,33.33333333333333,0,66.66666666666666,0,66.66666666666666,4490.5,2727,0.0603333333333333,0.0198333333333333,-0.3658333333333333,-0.1378333333333333,-0.0148333333333333,-0.5385,1.022,-0.268,0.2163333333333333,,,
S2,Country summary,85,SRB,6,0.2103333333333333,0.082,0.4065954582464819,0,50,50,0,50,7591.166666666667,4427,-0.7475,0.3268333333333333,0.7313333333333332,0.2946666666666667,-0.3905,0.1078333333333332,0.2686666666666666,0.8405,-0.1035,,,
S2,Country summary,86,SVN,6,-0.0263333333333333,0.047,0.3747349285383825,33.33333333333333,16.666666666666664,50,0,50,5593.5,1850.5,0.6443333333333332,-0.3948333333333333,-0.3241666666666667,-0.2136666666666666,0.6718333333333333,0.2211666666666667,-0.3003333333333333,0.6628333333333334,0.1084999999999999,,,
S2,Country summary,87,ALB,5,1.828,0.74,2.881125387760831,0,0,80,20,100,561.4,575,-1.1808,2.807,0.087,3.5988,-0.0055999999999999,1.9544,-1.4129999999999998,-0.268,9.015,,,
S2,Country summary,88,LVA,5,-0.0189999999999999,0.015,0.218284218394276,20,20,60,0,60,2740.6,1868,0.0401999999999999,-0.2436,1.3856,0.0006000000000000074,0.2134,0.7592,-0.7864,-0.0038,0.2182,,,
S2,Country summary,89,PRI,5,-0.0441999999999999,-0.3399999999999999,0.5567016256487851,60,0,40,0,40,1973,1721,-0.2284,-0.458,-0.4738,-0.2895999999999999,1.7256,2.3064,-0.5999999999999999,0.9844,-0.8490000000000001,,,
