id,institution,country,sir_rank,overall,risk,output,multi_affiliation,retracted_output,self_citation,discontinued_journals_output,hyperauthored_output,leadership_impact_gap,hyperprolific_authors,institutional_journal_output,redundant_output,multi_affiliation_w,retracted_output_w,self_citation_w,discontinued_journals_output_w,hyperauthored_output_w,leadership_impact_gap_w,hyperprolific_authors_w,institutional_journal_output_w,redundant_output_w,cluster_raw,mean_overall,profile
13590,Harvard University,USA,4,-0.094,low,158939,0.441,-0.165,-0.255,-0.47800000000000004,0.8650000000000001,-0.6639999999999999,0.509,-0.24600000000000002,-0.33399999999999996,0.441,-0.165,-0.255,-0.47800000000000004,0.8650000000000001,-0.6639999999999999,0.509,-0.24600000000000002,-0.33399999999999996,2,0.05370313757039421,Profile 2
26011,University of Chinese Academy of Sciences,CHN,5,-0.28700000000000003,very low,179815,-0.015,-0.17400000000000002,0.8720000000000001,-0.41600000000000004,-0.373,-1.593,-0.464,-0.268,-0.451,-0.015,-0.17400000000000002,0.8720000000000001,-0.41600000000000004,-0.373,-1.593,-0.464,-0.268,-0.451,1,-0.12721371216800495,Profile 1
1671,Zhejiang University,CHN,6,-0.08,low,133608,-0.066,-0.165,-0.032,-0.202,-0.48000000000000004,-0.962,1.179,0.049,-0.6619999999999999,-0.066,-0.165,-0.032,-0.202,-0.48000000000000004,-0.962,1.179,0.049,-0.6619999999999999,1,-0.12721371216800495,Profile 1
1599,Tsinghua University,CHN,8,0.09,medium,124529,0.224,-0.15500000000000003,0.12400000000000001,-0.41700000000000004,-0.129,-1.055,1.683,0.937,-0.23700000000000002,0.224,-0.15500000000000003,0.12400000000000001,-0.41700000000000004,-0.129,-1.055,1.683,0.937,-0.23700000000000002,1,-0.12721371216800495,Profile 1
1520,Shanghai Jiao Tong University,CHN,10,-0.07100000000000001,low,131177,-0.559,0.061,-0.06899999999999999,-0.187,-0.356,-0.586,1.018,-0.268,-0.401,-0.559,0.061,-0.06899999999999999,-0.187,-0.356,-0.586,1.018,-0.268,-0.401,1,-0.12721371216800495,Profile 1
1489,Peking University,CHN,11,-0.10200000000000001,low,126010,-0.468,-0.127,-0.045,-0.28200000000000003,0.196,-0.602,1.2069999999999999,-0.268,-0.635,-0.468,-0.127,-0.045,-0.28200000000000003,0.196,-0.602,1.2069999999999999,-0.268,-0.635,2,0.05370313757039421,Profile 2
58731,Harvard Medical School,USA,12,-0.165,low,104259,0.001,-0.17400000000000002,-0.496,-0.46900000000000003,0.729,-0.393,0.302,-0.268,-0.29900000000000004,0.001,-0.17400000000000002,-0.496,-0.46900000000000003,0.729,-0.393,0.302,-0.268,-0.29900000000000004,2,0.05370313757039421,Profile 2
15199,Stanford University,USA,18,-0.28,very low,94283,-0.7899999999999999,-0.324,-0.308,-0.5,1.1540000000000001,-0.612,0.06,-0.268,0.113,-0.7899999999999999,-0.324,-0.308,-0.5,1.1540000000000001,-0.612,0.06,-0.268,0.113,2,0.05370313757039421,Profile 2
1385,Huazhong University of Science and Technology,CHN,25,-0.08600000000000001,low,85880,-0.998,-0.137,-0.381,-0.126,-0.524,-0.894,1.397,0.499,-0.399,-0.998,-0.137,-0.381,-0.126,-0.524,-0.894,1.397,0.499,-0.399,1,-0.12721371216800495,Profile 1
8802,University of Oxford,GBR,26,0.064,medium,86844,1.284,0.10800000000000001,-0.48900000000000005,-0.507,1.1640000000000001,-0.494,0.052000000000000005,-0.268,0.344,1.284,0.10800000000000001,-0.48900000000000005,-0.507,1.1640000000000001,-0.494,0.052000000000000005,-0.268,0.344,2,0.05370313757039421,Profile 2
8797,University College London,GBR,30,0.004,medium,90727,1.034,-0.118,-0.48400000000000004,-0.48700000000000004,0.933,0.366,0.344,-0.268,-0.29900000000000004,1.034,-0.118,-0.48400000000000004,-0.48700000000000004,0.933,0.366,0.344,-0.268,-0.29900000000000004,2,0.05370313757039421,Profile 2
1557,Sichuan University,CHN,32,-0.061,low,86563,-0.808,-0.043000000000000003,0.24600000000000002,0.012,-0.604,-1.048,1.4009999999999998,-0.033,-0.719,-0.808,-0.043000000000000003,0.24600000000000002,0.012,-0.604,-1.048,1.4009999999999998,-0.033,-0.719,1,-0.12721371216800495,Profile 1
13668,Johns Hopkins University,USA,33,-0.184,low,87119,-0.7849999999999999,-0.268,-0.396,-0.43900000000000006,0.925,0.42900000000000005,0.636,-0.268,-0.43100000000000005,-0.7849999999999999,-0.268,-0.396,-0.43900000000000006,0.925,0.42900000000000005,0.636,-0.268,-0.43100000000000005,2,0.05370313757039421,Profile 2
1089,University of Toronto,CAN,39,-0.20500000000000002,low,87962,-0.136,-0.184,-0.399,-0.47200000000000003,0.372,0.182,-0.095,-0.268,-0.274,-0.136,-0.184,-0.399,-0.47200000000000003,0.372,0.182,-0.095,-0.268,-0.274,2,0.05370313757039421,Profile 2
1575,Sun Yat-Sen University,CHN,40,-0.20700000000000002,low,86746,-0.504,-0.052000000000000005,-0.389,-0.21300000000000002,-0.15300000000000002,-0.651,0.186,-0.268,-0.617,-0.504,-0.052000000000000005,-0.389,-0.21300000000000002,-0.15300000000000002,-0.651,0.186,-0.268,-0.617,1,-0.12721371216800495,Profile 1
13824,Massachusetts Institute of Technology,USA,41,-0.14600000000000002,low,53994,0.509,-0.306,-0.541,-0.505,1.736,-1.2,0.109,-0.21300000000000002,0.133,0.509,-0.306,-0.541,-0.505,1.736,-1.2,0.109,-0.21300000000000002,0.133,2,0.05370313757039421,Profile 2
1255,Central South University,CHN,42,0.166,medium,80429,-0.516,-0.09899999999999999,0.628,-0.15400000000000003,-0.6599999999999999,-0.8770000000000001,1.498,2.1159999999999997,-0.754,-0.516,-0.09899999999999999,0.628,-0.15400000000000003,-0.6599999999999999,-0.8770000000000001,1.498,2.1159999999999997,-0.754,4,0.6370987654320988,Profile 3
59258,"University of Michigan, Ann Arbor",USA,43,-0.192,low,84123,-0.913,-0.184,-0.36,-0.47100000000000003,0.973,0.35,-0.016,-0.261,0.5700000000000001,-0.913,-0.184,-0.36,-0.47100000000000003,0.973,0.35,-0.016,-0.261,0.5700000000000001,2,0.05370313757039421,Profile 2
15488,University of Washington,USA,45,-0.32,very low,74360,-0.741,-0.315,-0.61,-0.468,1.091,-0.361,-0.269,-0.265,-0.202,-0.741,-0.315,-0.61,-0.468,1.091,-0.361,-0.269,-0.265,-0.202,2,0.05370313757039421,Profile 2
1312,Fudan University,CHN,46,-0.14800000000000002,low,83225,-0.28900000000000003,-0.268,-0.403,-0.137,0.13,-0.621,0.916,-0.268,-0.617,-0.28900000000000003,-0.268,-0.403,-0.137,0.13,-0.621,0.916,-0.268,-0.617,1,-0.12721371216800495,Profile 1
15439,University of Pennsylvania,USA,52,-0.24000000000000002,low,70450,-1.044,-0.259,-0.655,-0.453,1.1260000000000001,-0.113,0.079,-0.12200000000000001,0.374,-1.044,-0.259,-0.655,-0.453,1.1260000000000001,-0.113,0.079,-0.12200000000000001,0.374,2,0.05370313757039421,Profile 2
1349,Harbin Institute of Technology,CHN,56,-0.09,low,70954,-0.056,-0.14600000000000002,0.549,-0.33099999999999996,-1.046,-1.324,1.671,-0.268,-0.47300000000000003,-0.056,-0.14600000000000002,0.549,-0.33099999999999996,-1.046,-1.324,1.671,-0.268,-0.47300000000000003,1,-0.12721371216800495,Profile 1
1627,Xi'an Jiaotong University,CHN,58,0.166,medium,78134,-0.33899999999999997,-0.165,0.21000000000000002,-0.17,-0.7849999999999999,-0.41000000000000003,1.948,1.624,-0.498,-0.33899999999999997,-0.165,0.21000000000000002,-0.17,-0.7849999999999999,-0.41000000000000003,1.948,1.624,-0.498,1,-0.12721371216800495,Profile 1
7916,National University of Singapore,SGP,59,-0.067,low,64396,0.915,-0.259,-0.629,-0.47200000000000003,-0.028999999999999998,-0.777,1.259,-0.14700000000000002,-0.515,0.915,-0.259,-0.629,-0.47200000000000003,-0.028999999999999998,-0.777,1.259,-0.14700000000000002,-0.515,1,-0.12721371216800495,Profile 1
13365,Cornell University,USA,61,-0.181,low,61785,-0.031,-0.07100000000000001,-0.776,-0.47300000000000003,0.621,-0.17900000000000002,-0.07300000000000001,-0.268,-0.232,-0.031,-0.07100000000000001,-0.776,-0.47300000000000003,0.621,-0.17900000000000002,-0.07300000000000001,-0.268,-0.232,2,0.05370313757039421,Profile 2
8756,University of Cambridge,GBR,63,-0.07800000000000001,low,66051,1.011,-0.165,-0.551,-0.503,1.02,0.025,-0.14700000000000002,-0.259,-0.262,1.011,-0.165,-0.551,-0.503,1.02,0.025,-0.14700000000000002,-0.259,-0.262,2,0.05370313757039421,Profile 2
13338,Columbia University,USA,65,-0.167,low,66388,-0.8630000000000001,-0.184,-0.778,-0.496,1.474,-0.017,0.371,-0.268,0.582,-0.8630000000000001,-0.184,-0.778,-0.496,1.474,-0.017,0.371,-0.268,0.582,2,0.05370313757039421,Profile 2
8782,Imperial College London,GBR,69,0.1,medium,64063,1.456,-0.127,-0.658,-0.461,1.2049999999999998,-0.043000000000000003,0.7889999999999999,-0.268,0.14500000000000002,1.456,-0.127,-0.658,-0.461,1.2049999999999998,-0.043000000000000003,0.7889999999999999,-0.268,0.14500000000000002,2,0.05370313757039421,Profile 2
59476,"University of California, Los Angeles",USA,70,-0.136,low,66087,-0.601,-0.043000000000000003,-0.561,-0.442,0.885,0.261,0.264,-0.263,-0.07800000000000001,-0.601,-0.043000000000000003,-0.561,-0.442,0.885,0.261,0.264,-0.263,-0.07800000000000001,2,0.05370313757039421,Profile 2
281,University of Melbourne,AUS,72,-0.012,low,71870,1.23,-0.193,-0.268,-0.48200000000000004,0.537,0.037,0.537,-0.231,-0.53,1.23,-0.193,-0.268,-0.48200000000000004,0.537,0.037,0.537,-0.231,-0.53,2,0.05370313757039421,Profile 2
6054,University of Amsterdam,NLD,75,-0.119,low,61687,-0.621,-0.315,-0.41400000000000003,-0.51,1.365,0.372,1.094,-0.188,-0.344,-0.621,-0.315,-0.41400000000000003,-0.51,1.365,0.372,1.094,-0.188,-0.344,2,0.05370313757039421,Profile 2
15433,Yale University,USA,76,-0.227,low,59853,-0.921,-0.221,-0.706,-0.467,0.97,0.168,0.41800000000000004,-0.268,-0.23500000000000001,-0.921,-0.221,-0.706,-0.467,0.97,0.168,0.41800000000000004,-0.268,-0.23500000000000001,2,0.05370313757039421,Profile 2
1607,University of Science and Technology of China,CHN,77,-0.091,low,74787,0.359,-0.4,0.268,-0.403,0.111,-1.059,1.08,0.256,-0.525,0.359,-0.4,0.268,-0.403,0.111,-1.059,1.08,0.256,-0.525,1,-0.12721371216800495,Profile 1
1508,Shandong University,CHN,79,-0.166,low,65789,-0.29600000000000004,-0.15500000000000003,-0.037,-0.088,-0.33599999999999997,-0.965,0.48600000000000004,-0.268,-0.55,-0.29600000000000004,-0.15500000000000003,-0.037,-0.088,-0.33599999999999997,-0.965,0.48600000000000004,-0.268,-0.55,1,-0.12721371216800495,Profile 1
1617,Wuhan University,CHN,80,-0.07400000000000001,low,60181,-0.21500000000000002,0.136,-0.132,-0.21300000000000002,-0.522,-0.966,0.8580000000000001,-0.268,-0.5750000000000001,-0.21500000000000002,0.136,-0.132,-0.21300000000000002,-0.522,-0.966,0.8580000000000001,-0.268,-0.5750000000000001,1,-0.12721371216800495,Profile 1
1598,Tongji University,CHN,82,-0.089,low,69860,-0.024,0.023,0.14300000000000002,-0.14500000000000002,-0.907,-1.046,0.447,0.063,-0.508,-0.024,0.023,0.14300000000000002,-0.14500000000000002,-0.907,-1.046,0.447,0.063,-0.508,1,-0.12721371216800495,Profile 1
1564,"Southeast University, Nanjing",CHN,82,0.091,medium,67313,0.23800000000000002,-0.21200000000000002,0.755,-0.23900000000000002,-0.8710000000000001,-1.054,1.872,0.692,-0.381,0.23800000000000002,-0.21200000000000002,0.755,-0.23900000000000002,-0.8710000000000001,-1.054,1.872,0.692,-0.381,1,-0.12721371216800495,Profile 1
1590,Tianjin University,CHN,90,0.067,medium,63738,0.16,-0.08,0.12300000000000001,-0.33799999999999997,-0.9590000000000001,-0.9550000000000001,1.683,0.916,-0.553,0.16,-0.08,0.12300000000000001,-0.33799999999999997,-0.9590000000000001,-0.9550000000000001,1.683,0.916,-0.553,1,-0.12721371216800495,Profile 1
287,University of Sydney,AUS,93,-0.011,low,64824,0.615,-0.10800000000000001,-0.43400000000000005,-0.462,0.33799999999999997,0.455,0.6729999999999999,-0.195,-0.257,0.615,-0.10800000000000001,-0.43400000000000005,-0.462,0.33799999999999997,0.455,0.6729999999999999,-0.195,-0.257,2,0.05370313757039421,Profile 2
268,"Monash University, Melbourne",AUS,94,0.031,medium,65296,1.504,-0.137,-0.48200000000000004,-0.442,0.28900000000000003,-0.441,0.923,-0.268,-0.48600000000000004,1.504,-0.137,-0.48200000000000004,-0.442,0.28900000000000003,-0.441,0.923,-0.268,-0.48600000000000004,2,0.05370313757039421,Profile 2
59472,"University of California, Berkeley",USA,95,-0.14500000000000002,low,50664,0.43500000000000005,0.023,-0.593,-0.494,0.999,-1.087,-0.197,-0.268,-0.329,0.43500000000000005,0.023,-0.593,-0.494,0.999,-1.087,-0.197,-0.268,-0.329,2,0.05370313757039421,Profile 2
59480,"University of California, San Francisco",USA,98,-0.15700000000000003,low,52978,-0.42900000000000005,-0.268,-0.773,-0.46900000000000003,1.26,0.397,0.558,-0.268,-0.269,-0.42900000000000005,-0.268,-0.773,-0.46900000000000003,1.26,0.397,0.558,-0.268,-0.269,2,0.05370313757039421,Profile 2
773,Universidade de Sao Paulo,BRA,99,0.17500000000000002,medium,83402,0.17200000000000001,-0.08,0.47600000000000003,-0.383,0.33699999999999997,0.605,-0.367,2.13,0.21700000000000003,0.17200000000000001,-0.08,0.47600000000000003,-0.383,0.33699999999999997,0.605,-0.367,2.13,0.21700000000000003,4,0.6370987654320988,Profile 3
16498,Zhengzhou University,CHN,101,0.05,medium,62553,-0.17800000000000002,0.192,-0.399,0.023,-0.369,-0.169,1.141,-0.268,-0.694,-0.17800000000000002,0.192,-0.399,0.023,-0.369,-0.169,1.141,-0.268,-0.694,1,-0.12721371216800495,Profile 1
283,University of New South Wales,AUS,107,-0.01,low,58856,1.033,-0.043000000000000003,-0.454,-0.43500000000000005,0.13,-0.048,0.516,-0.15700000000000003,-0.625,1.033,-0.043000000000000003,-0.454,-0.43500000000000005,0.13,-0.048,0.516,-0.15700000000000003,-0.625,2,0.05370313757039421,Profile 2
70467,Vrije Universiteit Amsterdam,NLD,110,-0.09899999999999999,low,54619,-0.69,-0.34299999999999997,-0.466,-0.5,1.345,0.503,1.43,-0.259,-0.255,-0.69,-0.34299999999999997,-0.466,-0.5,1.345,0.503,1.43,-0.259,-0.255,2,0.05370313757039421,Profile 2
1562,South China University of Technology,CHN,111,-0.14600000000000002,low,50295,0.111,-0.456,0.036,-0.28600000000000003,-0.965,-1.028,0.9420000000000001,0.728,-0.652,0.111,-0.456,0.036,-0.28600000000000003,-0.965,-1.028,0.9420000000000001,0.728,-0.652,1,-0.12721371216800495,Profile 1
13434,Duke University,USA,115,-0.081,low,54793,-0.916,0.17300000000000001,-0.771,-0.47500000000000003,1.078,0.913,0.20700000000000002,-0.268,-0.019,-0.916,0.17300000000000001,-0.771,-0.47500000000000003,1.078,0.913,0.20700000000000002,-0.268,-0.019,2,0.05370313757039421,Profile 2
13962,New York University,USA,116,-0.233,low,58289,-0.779,-0.10800000000000001,-0.7859999999999999,-0.42400000000000004,0.47000000000000003,0.06,-0.065,-0.09,-0.197,-0.779,-0.10800000000000001,-0.7859999999999999,-0.42400000000000004,0.47000000000000003,0.06,-0.065,-0.09,-0.197,2,0.05370313757039421,Profile 2
1421,Jilin University,CHN,117,-0.127,low,57167,-0.533,0.14500000000000002,-0.023,0.08,-0.598,-0.8660000000000001,0.017,-0.268,-0.6839999999999999,-0.533,0.14500000000000002,-0.023,0.08,-0.598,-0.8660000000000001,0.017,-0.268,-0.6839999999999999,1,-0.12721371216800495,Profile 1
35802,Universitat de Barcelona,ESP,118,-0.013000000000000001,low,51507,-0.6619999999999999,-0.23,-0.31,-0.444,1.992,1.1320000000000001,0.35,0.43900000000000006,-0.17500000000000002,-0.6619999999999999,-0.23,-0.31,-0.444,1.992,1.1320000000000001,0.35,0.43900000000000006,-0.17500000000000002,2,0.05370313757039421,Profile 2
59479,"University of California, San Diego",USA,120,-0.182,low,58046,-0.29400000000000004,-0.268,-0.641,-0.49,0.993,0.21500000000000002,0.318,-0.268,-0.15000000000000002,-0.29400000000000004,-0.268,-0.641,-0.49,0.993,0.21500000000000002,0.318,-0.268,-0.15000000000000002,2,0.05370313757039421,Profile 2
15547,University of Chicago,USA,124,-0.15600000000000003,low,36721,-0.904,-0.21200000000000002,-0.749,-0.47100000000000003,1.354,0.47900000000000004,-0.28200000000000003,0.8700000000000001,-0.41800000000000004,-0.904,-0.21200000000000002,-0.749,-0.47100000000000003,1.354,0.47900000000000004,-0.28200000000000003,0.8700000000000001,-0.41800000000000004,2,0.05370313757039421,Profile 2
277,The University of Queensland,AUS,126,-0.046,low,56570,1.321,-0.09899999999999999,-0.391,-0.446,0.097,-0.224,0.258,-0.256,-0.6719999999999999,1.321,-0.09899999999999999,-0.391,-0.446,0.097,-0.224,0.258,-0.256,-0.6719999999999999,1,-0.12721371216800495,Profile 1
1600,University of Electronic Science and Technology of China,CHN,129,0.11,medium,52604,-0.065,0.042,0.272,-0.085,-0.714,-0.6,2.082,-0.268,-0.163,-0.065,0.042,0.272,-0.085,-0.714,-0.6,2.082,-0.268,-0.163,1,-0.12721371216800495,Profile 1
98857,Bukhara State Pedagogical Institute,UZB,131,0.549,medium,125,5.468,-1.2069999999999999,15.349,-0.127,-1.4009999999999998,-5.5760000000000005,-1.4129999999999998,-0.268,2.7880000000000003,5.441780000000016,-0.709,6.609360000000022,-0.127,-1.4009999999999998,-2.7701000000000002,-1.4129999999999998,-0.268,2.7880000000000003,5,0.749297836938436,Profile 4
9104,Swiss Federal Institute of Technology,CHE,132,0.06,medium,46301,1.34,0.183,-0.052000000000000005,-0.525,0.5770000000000001,-1.159,0.516,-0.268,-0.33599999999999997,1.34,0.183,-0.052000000000000005,-0.525,0.5770000000000001,-1.159,0.516,-0.268,-0.33599999999999997,2,0.05370313757039421,Profile 2
4990,Seoul National University,KOR,135,-0.279,very low,52788,-0.9430000000000001,-0.033,-0.54,-0.455,-0.03,0.263,-0.266,-0.17500000000000002,-0.48300000000000004,-0.9430000000000001,-0.033,-0.54,-0.455,-0.03,0.263,-0.266,-0.17500000000000002,-0.48300000000000004,1,-0.12721371216800495,Profile 1
7915,Nanyang Technological University,SGP,137,-0.112,low,45145,0.6789999999999999,-0.24900000000000003,-0.6859999999999999,-0.468,-0.494,-0.9390000000000001,1.383,-0.268,-0.33199999999999996,0.6789999999999999,-0.24900000000000003,-0.6859999999999999,-0.468,-0.494,-0.9390000000000001,1.383,-0.268,-0.33199999999999996,1,-0.12721371216800495,Profile 1
59316,"University of North Carolina, Chapel Hill",USA,138,-0.21900000000000003,low,47030,-0.345,-0.17400000000000002,-0.718,-0.385,0.753,0.312,-0.228,-0.24400000000000002,-0.498,-0.345,-0.17400000000000002,-0.718,-0.385,0.753,0.312,-0.228,-0.24400000000000002,-0.498,2,0.05370313757039421,Profile 2
76873,Sorbonne Universite,FRA,138,-0.114,low,70711,-0.23600000000000002,-0.306,0.064,-0.495,1.625,0.8740000000000001,-0.195,-0.268,0.374,-0.23600000000000002,-0.306,0.064,-0.495,1.625,0.8740000000000001,-0.195,-0.268,0.374,2,0.05370313757039421,Profile 2
4660,University of Tokyo,JPN,141,-0.021,low,69403,0.448,-0.4,0.598,-0.43000000000000005,0.8560000000000001,0.448,0.585,-0.24000000000000002,0.21200000000000002,0.448,-0.4,0.598,-0.43000000000000005,0.8560000000000001,0.448,0.585,-0.24000000000000002,0.21200000000000002,2,0.05370313757039421,Profile 2
14002,"Northwestern University, Evanston",USA,143,-0.24500000000000002,low,49770,-0.96,-0.371,-0.725,-0.453,0.908,0.634,0.42400000000000004,-0.24000000000000002,-0.133,-0.96,-0.371,-0.725,-0.453,0.908,0.634,0.42400000000000004,-0.24000000000000002,-0.133,2,0.05370313757039421,Profile 2
1011,The University of British Columbia,CAN,144,-0.203,low,59440,0.056,-0.268,-0.537,-0.457,0.511,0.63,-0.3,-0.265,-0.21000000000000002,0.056,-0.268,-0.537,-0.457,0.511,0.63,-0.3,-0.265,-0.21000000000000002,2,0.05370313757039421,Profile 2
8783,Kings College London,GBR,154,-0.027,low,51671,0.996,-0.277,-0.603,-0.47000000000000003,1.044,0.169,0.637,-0.268,-0.344,0.996,-0.277,-0.603,-0.47000000000000003,1.044,0.169,0.637,-0.268,-0.344,2,0.05370313757039421,Profile 2
59321,"Ohio State University, Columbus",USA,158,-0.20600000000000002,low,55086,-0.985,-0.184,-0.32,-0.449,0.934,0.639,-0.066,-0.261,0.15500000000000003,-0.985,-0.184,-0.32,-0.449,0.934,0.639,-0.066,-0.261,0.15500000000000003,2,0.05370313757039421,Profile 2
9162,BeiHang University,CHN,160,-0.10500000000000001,low,49638,-0.31,0.023,0.344,-0.312,-0.48900000000000005,-1.035,0.6839999999999999,-0.268,-0.024,-0.31,0.023,0.344,-0.312,-0.48900000000000005,-1.035,0.6839999999999999,-0.268,-0.024,1,-0.12721371216800495,Profile 1
6053,Utrecht University,NLD,162,-0.19,low,46496,-0.09899999999999999,-0.29600000000000004,-0.605,-0.504,1.177,0.24200000000000002,0.091,-0.268,-0.264,-0.09899999999999999,-0.29600000000000004,-0.605,-0.504,1.177,0.24200000000000002,0.091,-0.268,-0.264,2,0.05370313757039421,Profile 2
1683,The Chinese University of Hong Kong,HKG,163,0.06899999999999999,medium,43314,0.9560000000000001,-0.14600000000000002,-0.635,-0.445,0.138,-0.3,1.76,-0.268,-0.053000000000000005,0.9560000000000001,-0.14600000000000002,-0.635,-0.445,0.138,-0.3,1.76,-0.268,-0.053000000000000005,2,0.05370313757039421,Profile 2
59261,"University of Minnesota, Twin Cities",USA,165,-0.28200000000000003,very low,49659,-0.758,-0.24000000000000002,-0.605,-0.465,0.621,0.8430000000000001,-0.549,-0.14,-0.304,-0.758,-0.24000000000000002,-0.605,-0.465,0.621,0.8430000000000001,-0.549,-0.14,-0.304,2,0.05370313757039421,Profile 2
15560,University of Florida,USA,166,-0.29400000000000004,very low,55068,-0.811,-0.23,-0.28600000000000003,-0.399,0.278,0.29500000000000004,-0.33999999999999997,-0.268,-0.351,-0.811,-0.23,-0.28600000000000003,-0.399,0.278,0.29500000000000004,-0.33999999999999997,-0.268,-0.351,2,0.05370313757039421,Profile 2
1289,Chongqing University,CHN,167,-0.016,low,49106,-0.068,0.10800000000000001,0.599,-0.259,-1.022,-1.353,1.562,-0.268,-0.61,-0.068,0.10800000000000001,0.599,-0.259,-1.022,-1.353,1.562,-0.268,-0.61,1,-0.12721371216800495,Profile 1
1108,McGill University,CAN,168,-0.233,low,51499,-0.184,-0.277,-0.43800000000000006,-0.49,0.6869999999999999,0.15700000000000003,-0.138,-0.264,-0.267,-0.184,-0.277,-0.43800000000000006,-0.49,0.6869999999999999,0.15700000000000003,-0.138,-0.264,-0.267,2,0.05370313757039421,Profile 2
1232,Beijing Institute of Technology,CHN,170,-0.004,low,51162,-0.29700000000000004,-0.29600000000000004,0.33299999999999996,-0.34299999999999997,-0.982,-0.746,1.571,1.018,-0.118,-0.29700000000000004,-0.29600000000000004,0.33299999999999996,-0.34299999999999997,-0.982,-0.746,1.571,1.018,-0.118,1,-0.12721371216800495,Profile 1
59274,"University of Wisconsin, Madison",USA,174,-0.254,low,49972,-0.48900000000000005,-0.29600000000000004,-0.277,-0.493,0.962,0.506,-0.40800000000000003,-0.24000000000000002,-0.25,-0.48900000000000005,-0.29600000000000004,-0.277,-0.493,0.962,0.506,-0.40800000000000003,-0.24000000000000002,-0.25,2,0.05370313757039421,Profile 2
2192,University of Copenhagen,DNK,177,-0.07100000000000001,low,52396,0.531,-0.221,-0.011,-0.512,0.9530000000000001,0.272,0.379,-0.266,-0.538,0.531,-0.221,-0.011,-0.512,0.9530000000000001,0.272,0.379,-0.266,-0.538,2,0.05370313757039421,Profile 2
1455,Nanjing University,CHN,178,-0.002,low,53861,0.773,-0.043000000000000003,-0.18,-0.28,-0.042,-0.711,0.921,-0.268,-0.5770000000000001,0.773,-0.043000000000000003,-0.18,-0.28,-0.042,-0.711,0.921,-0.268,-0.5770000000000001,1,-0.12721371216800495,Profile 1
522,Catholic University of Leuven,BEL,180,-0.017,low,51118,1.269,-0.17400000000000002,-0.266,-0.48500000000000004,0.492,0.33199999999999996,0.3,-0.266,-0.515,1.269,-0.17400000000000002,-0.266,-0.48500000000000004,0.492,0.33199999999999996,0.3,-0.266,-0.515,2,0.05370313757039421,Profile 2
8732,The University of Edinburgh,GBR,182,-0.15500000000000003,low,46933,0.385,-0.24000000000000002,-0.6829999999999999,-0.494,1.1600000000000001,0.597,-0.362,-0.268,-0.269,0.385,-0.24000000000000002,-0.6829999999999999,-0.494,1.1600000000000001,0.597,-0.362,-0.268,-0.269,2,0.05370313757039421,Profile 2
3049,Technische Universitat Munchen,DEU,187,0.011,medium,46727,0.14900000000000002,-0.17400000000000002,0.126,-0.47200000000000003,0.89,-0.493,1.112,-0.268,0.637,0.14900000000000002,-0.17400000000000002,0.126,-0.47200000000000003,0.89,-0.493,1.112,-0.268,0.637,2,0.05370313757039421,Profile 2
58813,Chinese Academy of Medical Sciences and Peking Union Medical College,CHN,188,-0.046,low,56180,-0.171,-0.24000000000000002,-0.654,0.028,-0.20700000000000002,0.013000000000000001,1.422,-0.268,-0.702,-0.171,-0.24000000000000002,-0.654,0.028,-0.20700000000000002,0.013000000000000001,1.422,-0.268,-0.702,2,0.05370313757039421,Profile 2
15463,University of Southern California,USA,192,-0.231,low,43554,-1.005,-0.24000000000000002,-0.636,-0.369,0.545,0.017,0.17700000000000002,-0.07600000000000001,0.17,-1.005,-0.24000000000000002,-0.636,-0.369,0.545,0.017,0.17700000000000002,-0.07600000000000001,0.17,2,0.05370313757039421,Profile 2
59473,"University of California, Davis",USA,194,-0.354,very low,42934,-0.533,-0.324,-0.521,-0.47400000000000003,0.618,0.449,-0.892,-0.268,-0.389,-0.533,-0.324,-0.521,-0.47400000000000003,0.618,0.449,-0.892,-0.268,-0.389,2,0.05370313757039421,Profile 2
1687,The University of Hong Kong,HKG,195,-0.113,low,41741,1.056,-0.259,-0.706,-0.43900000000000006,0.17700000000000002,-0.757,0.638,-0.25,-0.55,1.056,-0.259,-0.706,-0.43900000000000006,0.17700000000000002,-0.757,0.638,-0.25,-0.55,1,-0.12721371216800495,Profile 1
8737,The University of Manchester,GBR,196,-0.139,low,46294,0.459,-0.315,-0.527,-0.47000000000000003,1.2129999999999999,0.43200000000000005,-0.096,-0.257,-0.344,0.459,-0.315,-0.527,-0.47000000000000003,1.2129999999999999,0.43200000000000005,-0.096,-0.257,-0.344,2,0.05370313757039421,Profile 2
59325,Pennsylvania State University,USA,200,-0.181,low,52385,-0.6779999999999999,0.051000000000000004,-0.25,-0.453,0.189,-0.17800000000000002,-0.504,-0.268,1.027,-0.6779999999999999,0.051000000000000004,-0.25,-0.453,0.189,-0.17800000000000002,-0.504,-0.268,1.027,1,-0.12721371216800495,Profile 1
8118,Karolinska Institute,SWE,202,0.096,medium,42996,2.762,-0.353,-0.47300000000000003,-0.459,1.096,0.20700000000000002,0.306,-0.268,-0.5650000000000001,2.762,-0.353,-0.47300000000000003,-0.459,1.096,0.20700000000000002,0.306,-0.268,-0.5650000000000001,2,0.05370313757039421,Profile 2
